hello;Hallo
I looking for someone brave to go on important mission for me. Someone skilled in thievery and sneaking about. I am told I can find such people in Brimhaven.;Ich suche jemanden, der mutig ist und eine wichtige Mission für mich übernimmt. Jemand, der sich mit Diebstahl und Herumschleichen auskennt. Mir wurde gesagt, dass ich solche Leute in Brimhaven finden kann.
No, I have my principles and honour.;Nein, ich habe meine Prinzipien und meine Ehre.
Once Nex was no longer an immediate threat, they built the Temple of Lost Ancients around her. Most of the temple has since fallen to ruin, but you can still see some of the remains.;Als Nex keine unmittelbare Bedrohung mehr darstellte, bauten sie um sie herum den Tempel der verlorenen Alten. Der größte Teil des Tempels ist inzwischen zur Ruine geworden, aber man kann immer noch einige Überreste sehen.
Come. Serve your master one last time. Bathe yourself in a sea of fire. Bathe yourself in a sea of blood.;Kommen. Diene deinem Meister ein letztes Mal. Baden Sie in einem Meer aus Feuer. Baden Sie in einem Meer aus Blut.
8.1.1 Talking to Brundt again;8.1.1 Ich rede noch einmal mit Brundt
Start the Fight Arena quest?;Die Kampfarena-Quest starten?
Shayzien;Shayzien
Bottled water;Wasser in Flaschen
Hey I'm Amy, how may I help you?;Hey, ich bin Amy, wie kann ich dir helfen?
1.9.1 Talking to Fuggy again;1.9.1 Ich rede noch einmal mit Fuggy
Well I wouldn't be very good at my job if I did. Martin is always quick to point out the failings of the Council, but he conveniently forgets about all the good they've done.;Nun, ich wäre nicht sehr gut in meinem Job, wenn ich das täte. Martin weist immer schnell auf die Versäumnisse des Rates hin, vergisst dabei aber bequemerweise all das Gute, das sie getan haben.
If the storage is filled with 10 plunder;Wenn der Speicher mit 10 Plünderungen gefüllt ist
So, all I have to do is bring you three rolls of bronze wire and a needle, and I can have all the Giant Crabs I can kill?;Also muss ich dir nur drei Rollen Bronzedraht und eine Nadel bringen, und schon kann ich alle Riesenkrabben haben, die ich töten kann?
And yet, an ally who hides in darkness is no true ally at all.;Und doch ist ein Verbündeter, der sich in der Dunkelheit verbirgt, überhaupt kein wahrer Verbündeter.
As you turn people against the king, we'll be on hand to convince them of our cause. If we aim to recruit 80 people from across both parts of Ardougne, we should have quite the army.;Wenn Sie die Menschen gegen den König aufbringen, werden wir zur Stelle sein, um sie von unserer Sache zu überzeugen. Wenn wir 80 Leute aus beiden Teilen von Ardougne rekrutieren wollen, sollten wir über eine ziemlich große Armee verfügen.
I've managed to recover the orb.;Ich habe es geschafft, die Kugel zu bergen.
Fine. Wait here.;Bußgeld. Warte hier.
From what I found, it seems that Xamphur worked with Councillor Andrews to manipulate the other councillors into killing the King.;Nach allem, was ich herausgefunden habe, scheint Xamphur mit Ratsmitglied Andrews zusammengearbeitet zu haben, um die anderen Ratsmitglieder dazu zu manipulieren, den König zu töten.
It seems highly likely.;Es scheint sehr wahrscheinlich.
What are you waiting for? They're coming! Quick, head down below!;Worauf warten Sie noch? Sie kommen! Schnell, geh nach unten!
I had better take these remains.;Ich sollte diese Überreste besser mitnehmen.
I'm not ready.;Ich bin nicht bereit.
Your feeble smithing skills will be of no use. No, you will need expert help on this.;Ihre schwachen Schmiedefähigkeiten werden Ihnen nichts nützen. Nein, hierfür benötigen Sie fachkundige Hilfe.
Varrock census records;Aufzeichnungen der Varrock-Volkszählung
I've grown the beans into a huge stalk, as you asked. What am I supposed to do now?;Ich habe die Bohnen zu einem riesigen Stiel wachsen lassen, wie Sie es gewünscht haben. Was soll ich jetzt tun?
Sorry! I'm too busy to hear your problems!;Entschuldigung! Ich bin zu beschäftigt, um mir Ihre Probleme anzuhören!
All the servants dress in black so it couldn't have been one of them.;Da alle Diener schwarz gekleidet sind, kann es sich nicht um einen von ihnen gehandelt haben.
This is incredible Bwana.;Das ist unglaublich, Bwana.
Kovac will tell how to work the preform.;Kovac wird erklären, wie man den Vorformling bearbeitet.
And that is your final answer Daquarius?;Und das ist deine endgültige Antwort, Daquarius?
It's okay! Zanik isn't in league with any war god.;Es ist okay! Zanik ist mit keinem Kriegsgott verbündet.
Yeah it is, which means I know where he is, and how to get there!;Ja, das ist es, was bedeutet, dass ich weiß, wo er ist und wie ich dorthin komme!
If the player never spoke to Ramarno after completion of Below Ice Mountain;Wenn der Spieler nach Abschluss von Below Ice Mountain nie mit Ramarno gesprochen hat
Hello there. So Khazard got his hands on you too?;Hallo. Also hat Khazard dich auch in die Finger bekommen?
Yes, the Sleeper Plague. It turns out, however, that the vampyres are responsible.;Ja, die Schläferplage. Es stellt sich jedoch heraus, dass die Vampire dafür verantwortlich sind.
Is there no way we can check?;Können wir das nicht überprüfen?
Human activity in the area was increasing, and conflict between our two races seemed inevitable.;Die menschliche Aktivität in der Gegend nahm zu und Konflikte zwischen unseren beiden Rassen schienen unvermeidlich.
1.3.1.2 Dialogue 2;1.3.1.2 Dialog 2
Hey there, Hammerspike won't be bothering you anymore!;Hallo, Hammerspike wird dich nicht mehr belästigen!
What?! I just single-handedly took apart one of the gangs that was ruining your town!;Was?! Ich habe gerade im Alleingang eine der Banden auseinandergenommen, die Ihre Stadt ruiniert haben!
3.34 Talking to Zavistic Rarve after getting the potion;3.34 Nach Erhalt des Tranks mit Zavistic Rarve sprechen
Can you tell us anything about this mace?;Können Sie uns etwas über diesen Streitkolben erzählen?
This is terrible! The stones must be recovered!;Das ist schrecklich! Die Steine ​​müssen geborgen werden!
Sounds like it must have given you quite the scare!;Hört sich an, als hätte es Ihnen ziemlichen Schrecken eingejagt!
For Saradomin's sake! Take some bread, cut it in half and stick some cooked Steak inside, done.;Um Saradomins willen! Nehmen Sie etwas Brot, schneiden Sie es in zwei Hälften und stecken Sie etwas gekochtes Steak hinein, fertig.
What brought the plague to Ardougne?;Was brachte die Pest nach Ardougne?
Quest transcriptFamily CrestIncomplete transcriptsFamily Pest;QuesttranskriptFamilienwappenUnvollständige TranskripteFamilienpest
Lathas Ardignas, as decided by the people of Ardougne, you are hereby sentenced to death!;Lathas Ardignas, wie vom Volk von Ardougne beschlossen, werden Sie hiermit zum Tode verurteilt!
That's right. He was the third advisor to King Healthorg, he found and tended to the Grand Tree.;Das ist richtig. Er war der dritte Berater von König Healthorg, er fand und pflegte den Großen Baum.
The guards gather around to watch the fight.;Die Wachen versammeln sich, um den Kampf zu beobachten.
Vanescula;Vanescula
I'm not allowed in the Blue Moon Inn. Apparently I'm a drunken trouble maker.;Ich habe keinen Zutritt zum Blue Moon Inn. Anscheinend bin ich ein betrunkener Unruhestifter.
(If Cook's Assistant is completed;(Wenn Cook's Assistant abgeschlossen ist
I live to serve you sire. I work for the good of us all.;Ich lebe, um Ihnen zu dienen, Sire. Ich arbeite für das Wohl von uns allen.
I opened the portal.;Ich habe das Portal geöffnet.
And those eyes... those black, black eyes... If you stare into them, you can see into its black soul!;Und diese Augen... diese schwarzen, schwarzen Augen... Wenn man in sie starrt, kann man in seine schwarze Seele sehen!
I think I might just leave the perusing for now thanks.;Ich denke, ich lasse das Lesen erst mal lieber, danke.
You flapped a lot? I didn't think we could fly like other birds.;Du hast viel geflattert? Ich hätte nicht gedacht, dass wir wie andere Vögel fliegen könnten.
That makes [1-20] kg I'm carrying now.;Das sind [1-20] kg, die ich jetzt trage.
I'm not very nice. If you want to see who ruined all of my plans, adventurer, just look in a mirror.;Ich bin nicht sehr nett. Wenn du sehen willst, wer alle meine Pläne ruiniert hat, Abenteurer, schau einfach in einen Spiegel.
Ethereal Expert;Ätherischer Experte
I can understand that...you have a lot on your mind. Go on, make a change...it'll do you good! There must be something else that you wanted to do at least once in your life.;Ich kann das verstehen...du hast viel im Kopf. Mach weiter, ändere etwas...es wird dir gut tun! Es muss etwas anderes geben, das Sie mindestens einmal in Ihrem Leben tun wollten.
) I think Princess Astrid would make the best heir.;) Ich denke, Prinzessin Astrid wäre die beste Erbin.
1.1.2 Every Time After the First;1.1.2 Jedes Mal nach dem Ersten
She needed control over the city, but she kept the reason a secret. She even had us release locusts and frogs into Sophanem so she could have Menaphos locked down.;Sie brauchte die Kontrolle über die Stadt, aber sie hielt den Grund geheim. Sie ließ uns sogar Heuschrecken und Frösche in Sophanem freilassen, damit sie Menaphos einsperren konnte.
Roavar;Roavar
Ok, I will get those.;Ok, die werde ich mir besorgen.
It seems you're not alone with that sentiment. Safalaan wishes to work with Vanescula.;Es scheint, dass Sie mit diesem Gefühl nicht allein sind. Safalaan möchte mit Vanescula zusammenarbeiten.
You trade Askeladden your animal parts for food.;Du tauschst in Askeladden deine Tierteile gegen Nahrung.
I go' me sum hot 'wares, mate. Wotcha need?;Ich werde heiße Waren zusammenfassen, Kumpel. Was brauchst du?
5.1.2 Talking to Bob after making the dream potion;5.1.2 Nach der Herstellung des Traumtranks mit Bob sprechen
Mandy walks toward the Bandos godsword on the table.;Mandy geht auf das Bandos-Götterschwert auf dem Tisch zu.
I had it under control. By the way, where is Safalaan?;Ich hatte es unter Kontrolle. Übrigens, wo ist Safalaan?
Got it. Thanks again!;Habe es. Danke noch einmal!
The captain seems distracted with what you just said. The captain looks out of the window to see if there is a fire.;Der Kapitän scheint von dem, was Sie gerade gesagt haben, abgelenkt zu sein. Der Kapitän schaut aus dem Fenster, um zu sehen, ob es brennt.
I am sure you can form a good working relationship with him. You can ask Ghrim for advice;Ich bin sicher, dass Sie eine gute Zusammenarbeit mit ihm aufbauen können. Sie können Ghrim um Rat fragen
Lydia Fullore, [player name]. You have been declared enemies of Yama. Your actions have endangered the work of his children. For this, your lives are forfeit.;Lydia Fullore, [Spielername]. Sie wurden zu Yamas Feinden erklärt. Ihr Handeln hat die Arbeit seiner Kinder gefährdet. Dafür sind eure Leben verwirkt.
You slowly pick yourself off the ground. Your head is pounding, and an irrational sense of guilt nags you.;Du stehst langsam vom Boden auf. Dein Kopf hämmert und ein irrationales Schuldgefühl quält dich.
5.13 Trying to step-on a spring platform to an already completed island;5.13 Der Versuch, über eine Federplattform zu einer bereits fertiggestellten Insel zu gelangen
Is that you [player name]?;Bist du das [Spielername]?
They are. But maybe there's a light at the end of the tunnel.;Sie sind. Aber vielleicht gibt es ein Licht am Ende des Tunnels.
Only if they wimpy tribes! Goblin salute strong!;Nur wenn sie schwache Stämme sind! Goblin-Gruß stark!
Impressive. I like someone who knows how to dance.;Beeindruckend. Ich mag jemanden, der tanzen kann.
Solus;Solus
He was always a fan of antiques. One day he bought some old flask from a stall in Lovakengj. He began drinking from the flask wherever he went, and it started to change him.;Er war schon immer ein Fan von Antiquitäten. Eines Tages kaufte er an einem Stand in Lovakengj eine alte Flasche. Er begann, aus der Flasche zu trinken, wohin er auch ging, und es begann, ihn zu verändern.
I'm busy at the moment, actually. Not now.;Eigentlich bin ich im Moment beschäftigt. Nicht jetzt.
2.1 Talking to Hetty with none of the items;2.1 Ich rede mit Hetty ohne die Gegenstände
Not yet I'm afraid. He likes to move around a lot.;Noch nicht, fürchte ich. Er bewegt sich gern und viel.
That's great, thank you.;Das ist großartig, danke.
Perhaps you can tell me about it another time.;Vielleicht kannst du mir ein anderes Mal davon erzählen.
Gnocci;Gnocchi
That's rude, I ought to teach you some manners.;Das ist unhöflich, ich sollte dir ein paar Manieren beibringen.
If the player has a Skillcape of Attack;Wenn der Spieler einen Fähigkeitsumhang des Angriffs besitzt
Now that's more like it!;Das trifft eher zu!
[word 1]... [word 2]... [word 3]... [word 4]... [word 5]!;[Wort 1]... [Wort 2]... [Wort 3]... [Wort 4]... [Wort 5]!
In the end, I came back to the desert and dug up this place! I've spent ages trying to work out how to get in, only for you to walk up and open the door right away!;Am Ende bin ich in die Wüste zurückgekehrt und habe diesen Ort ausgegraben! Ich habe eine Ewigkeit damit verbracht, herauszufinden, wie ich reinkomme, nur dass du dann sofort vorbeigekommen bist und die Tür geöffnet hast!
Take the blunt axe to Captain Shanks and ask him to take it to Brian's Axes.;Bringen Sie die stumpfe Axt zu Captain Shanks und bitten Sie ihn, sie zu Brian's Axes zu bringen.
Alright, thanks I will.;Okay, danke, das werde ich tun.
Once you've collected some wool you can spin it into balls.;Sobald Sie etwas Wolle gesammelt haben, können Sie sie zu Knäueln spinnen.
3.11 After planting the last explosive;3.11 Nachdem der letzte Sprengstoff platziert wurde
I've been experimenting on those specimens you've been gathering for me.;Ich habe mit den Exemplaren experimentiert, die Sie für mich gesammelt haben.
